,First,Last,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
2155,Eliot,Marshall,Fire,"6' 2""",205 lbs.,"77.0""",Orthodox,10,4,0,
2156,Doug,Marshall,The Rhino,"5' 10""",205 lbs.,--,Orthodox,18,8,0,
2157,David,Marshall,,"6' 2""",170 lbs.,--,,8,4,0,
2158,Francis,Marshall,,"5' 9""",145 lbs.,--,Orthodox,6,0,0,
2159,Jack,Marshman,The Hammer,"6' 0""",185 lbs.,"73.0""",Orthodox,23,10,0,
2160,Terry,Martin,,"5' 8""",185 lbs.,"71.0""",Orthodox,23,11,0,
2161,Eric,Martin,,--,--,--,,0,1,0,
2162,Justin,Martin,,"6' 0""",185 lbs.,--,,4,3,0,
2163,Dave,Martin,,"6' 0""",205 lbs.,--,,0,2,0,
2164,Joe,Martin,,"5' 9""",170 lbs.,--,,6,8,0,
2165,Anthony Rocco,Martin,,"6' 0""",170 lbs.,"73.0""",Orthodox,17,6,0,
2166,Mallory,Martin,,"5' 4""",115 lbs.,"63.0""",Orthodox,7,5,0,
2167,Michal,Martinek,,"6' 2""",230 lbs.,--,Southpaw,7,1,0,
2168,Rainy,Martinez,,"6' 0""",199 lbs.,--,Orthodox,0,2,0,
2169,Danny,Martinez,The Gremlin,"5' 6""",125 lbs.,"67.0""",Orthodox,21,8,0,
2170,Alonzo,Martinez,Zo Diddy,"5' 10""",155 lbs.,--,,42,20,1,
2171,Henry,Martinez,Sicario,"5' 7""",155 lbs.,"69.0""",Southpaw,9,4,0,
2172,Jonathan,Martinez,Dragon,"5' 8""",135 lbs.,"70.0""",Southpaw,17,4,0,
2173,Poppies,Martinez,The Tachi Kid,"5' 9""",145 lbs.,--,,29,11,0,
2174,Andrew,Martinez,Mickey D,"5' 9""",215 lbs.,--,,9,6,0,
2175,Mana,Martinez,ManaBoi,"5' 10""",135 lbs.,"70.0""",Orthodox,10,3,0,
2176,Victor,Martinez,The Brick,"5' 8""",155 lbs.,"70.0""",Orthodox,13,4,0,
2177,Roque,Martinez,,"5' 10""",250 lbs.,"72.0""",Orthodox,15,8,2,
2178,Melissa,Martinez,Super Mely,"5' 2""",115 lbs.,"66.0""",Southpaw,7,1,0,
2179,Wagner da Conceicao,Martins,Zuluzinho,"6' 7""",390 lbs.,--,Orthodox,9,8,0,
2180,Adriano,Martins,,"5' 10""",155 lbs.,"72.0""",Southpaw,28,9,0,
2181,Lucas,Martins,Mineiro,"6' 0""",145 lbs.,"72.0""",Southpaw,19,3,0,
2182,Max,Martyniouk,Payne,--,155 lbs.,--,,1,1,0,
2183,Bristol,Marunde,,"6' 1""",170 lbs.,"75.0""",Orthodox,16,10,0,
2184,Shoji,Maruyama,,"5' 7""",139 lbs.,--,Orthodox,12,9,1,
2185,Mike,Massenzio,The Master of Disaster,"6' 2""",185 lbs.,"73.0""",Southpaw,13,9,0,
2186,Jameel,Massouh,,"5' 10""",145 lbs.,"72.0""",Orthodox,26,9,0,
2187,Tiffany,Masters,Rainbow Renegade,"5' 3""",115 lbs.,"65.0""",Orthodox,2,1,0,
2188,Jorge,Masvidal,Gamebred,"5' 11""",170 lbs.,"74.0""",Orthodox,35,16,0,
2189,Al,Matavao,Sweetness,"5' 8""",205 lbs.,"67.0""",Orthodox,8,3,0,
2190,Tateki,Matsuda,Tech,"5' 7""",125 lbs.,--,Orthodox,13,8,0,
2191,Daijiro,Matsui,,"5' 9""",200 lbs.,--,Orthodox,13,29,7,
2192,Koichiro,Matsumoto,,"5' 7""",145 lbs.,--,,15,3,1,
2193,Koyomi,Matsushima,,"5' 7""",145 lbs.,"66.0""",Orthodox,13,5,0,
2194,Naoki,Matsushita,,"5' 6""",155 lbs.,--,Orthodox,12,16,11,
2195,AJ,Matthews,,"5' 11""",185 lbs.,--,,8,7,0,
2196,Jake,Matthews,The Celtic Kid,"5' 11""",170 lbs.,"73.0""",Orthodox,18,5,0,
2197,Connor,Matthews,The Controller,"5' 8""",145 lbs.,--,Switch,5,1,0,
2198,Claudio,Mattos,Popeye,--,185 lbs.,--,Orthodox,5,4,0,
2199,John,Matua,,"6' 2""",400 lbs.,--,Orthodox,1,4,0,
2200,Francesco,Maturi,,--,--,--,,0,1,0,
2201,Vladimir,Matyushenko,The Janitor,"6' 0""",205 lbs.,"74.0""",Orthodox,27,8,0,
2202,Miranda,Maverick,Fear The,"5' 3""",125 lbs.,"65.0""",Southpaw,12,4,0,
2203,Nick,Maximov,,"6' 0""",185 lbs.,"76.0""",Southpaw,8,2,0,
2204,Elaina,Maxwell,Beef,"5' 8""",145 lbs.,--,Orthodox,7,4,0,
2205,Jeremy,May,,"6' 1""",185 lbs.,--,,13,10,0,
2206,Jack,May,The Outlaw,"6' 8""",255 lbs.,--,Switch,9,3,0,
2207,Don'Tale,Mayes,Lord Kong,"6' 6""",260 lbs.,"81.0""",Orthodox,9,5,0,
2208,Gray,Maynard,,"5' 9""",155 lbs.,"70.0""",Orthodox,13,7,1,
2209,Brooke,Mayo,The Bully,"5' 7""",125 lbs.,--,,0,1,0,
2210,Gina,Mazany,Danger,"5' 6""",125 lbs.,"68.0""",Southpaw,7,6,0,
2211,Sabina,Mazo,Colombian Queen,"5' 7""",125 lbs.,"70.0""",Orthodox,9,4,0,
2212,Scott,McAfee,,"5' 8""",155 lbs.,--,Orthodox,14,7,0,
2213,Bobby,McAndrews,,--,--,--,Orthodox,1,3,0,
2214,Michael,McBride,,"6' 1""",155 lbs.,--,Orthodox,8,3,0,
2215,Ian,McCall,Uncle Creepy,"5' 5""",125 lbs.,"64.0""",Orthodox,13,5,1,
2216,Molly,McCann,Meatball,"5' 4""",125 lbs.,"62.0""",Orthodox,13,4,0,
2217,Charles,McCarthy,Chainsaw,"5' 10""",185 lbs.,"71.0""",Orthodox,10,5,0,
2218,Sean,McCorkle,,"6' 7""",265 lbs.,"81.0""",Orthodox,17,7,0,
2219,Kris,McCray,Savage,"6' 0""",170 lbs.,"76.0""",Orthodox,8,5,0,
2220,Tamdan,McCrory,The Barncat,"6' 4""",185 lbs.,"76.0""",Switch,14,5,0,
2221,Rob,McCullough,Razor,"5' 9""",155 lbs.,"69.0""",Orthodox,19,8,0,
2222,Justin,McCully,The Insane One,"6' 1""",225 lbs.,"73.0""",Orthodox,11,5,2,
2223,Robert,McDaniel,Bubba,"6' 3""",185 lbs.,"75.0""",Southpaw,28,10,0,
2224,Michael,McDonald,The Black Sniper,"5' 11""",205 lbs.,--,Orthodox,1,1,0,
2225,Scott,McDonald,,--,--,--,,1,0,0,
2226,Michael,McDonald,Mayday,"5' 9""",135 lbs.,"70.0""",Orthodox,17,4,0,
2227,Josh,McDonald,,--,185 lbs.,--,,9,5,0,
2228,Miles,McDonald,,"5' 7""",115 lbs.,--,,2,1,0,
2229,Justin,McElfresh,,"6' 6""",205 lbs.,--,Orthodox,6,4,0,
2230,Drew,McFedries,The Massacre,"6' 0""",185 lbs.,"72.0""",Southpaw,12,7,0,
2231,Liam,McGeary,,"6' 6""",205 lbs.,--,,12,2,0,
2232,Gan,McGee,The Giant,"6' 10""",265 lbs.,--,Orthodox,13,5,0,
2233,Court,McGee,The Crusher,"5' 11""",170 lbs.,"75.0""",Orthodox,22,11,0,
2234,Ryan,McGillivray,The Kid,"5' 11""",170 lbs.,--,,12,0,1,
2235,Ryan,McGivern,,"6' 0""",185 lbs.,--,Orthodox,13,7,0,
2236,Jack,McGlaughlin,,--,--,--,Orthodox,1,4,0,
2237,Conor,McGregor,The Notorious,"5' 9""",155 lbs.,"74.0""",Southpaw,22,6,0,
2238,Greg,McIntyre,,"5' 10""",155 lbs.,--,Orthodox,6,4,0,
2239,Antonio,McKee,Mandingo,"5' 8""",155 lbs.,--,Southpaw,29,6,2,
2240,AJ,McKee,Mercenary,"5' 10""",145 lbs.,--,,8,0,0,
2241,Rhys,McKee,Skeletor,"6' 2""",170 lbs.,"78.0""",Orthodox,10,4,1,
2242,Cory,McKenna,Poppins,"5' 3""",115 lbs.,"58.0""",Orthodox,7,2,0,
2243,Tim,McKenzie,,"6' 0""",185 lbs.,"74.0""",Orthodox,14,9,0,
2244,Cody,McKenzie,,"6' 0""",155 lbs.,"72.0""",Switch,16,10,0,
2245,Terrance,McKinney,T. Wrecks,"5' 10""",155 lbs.,"73.0""",Switch,13,4,0,
2246,Brian,McLaughlin,,"5' 9""",155 lbs.,--,,6,2,0,
2247,Jason,McLean,,"5' 5""",145 lbs.,--,,6,7,0,
2248,Garreth,McLellan,Soldier Boy,"6' 1""",185 lbs.,"72.0""",Southpaw,13,6,0,
2249,Sara,McMann,,"5' 6""",135 lbs.,"66.0""",Orthodox,13,6,0,
2250,James,McSweeney,The Hammer,"6' 4""",230 lbs.,"77.0""",Switch,15,15,0,
2251,Charles,McTorry,,--,--,--,,3,0,0,
2252,Daniel,McWilliams,The Animal,"6' 1""",185 lbs.,--,,15,37,0,
2253,Tim,Means,The Dirty Bird,"6' 2""",170 lbs.,"75.0""",Orthodox,32,13,1,
2254,Yancy,Medeiros,,"5' 10""",155 lbs.,"75.0""",Orthodox,15,8,0,
2255,Anistavio,Medeiros,Gasparzinho,"5' 6""",145 lbs.,--,Orthodox,19,10,0,
2256,Kaline,Medeiros,The Dark Angel,"5' 3""",115 lbs.,--,,8,5,0,
2257,Uros,Medic,The Doctor,"6' 1""",155 lbs.,"71.0""",Southpaw,8,1,0,
2258,Todd,Medina,El Tiburon,"5' 10""",193 lbs.,--,Southpaw,11,9,0,
2259,Jason,Medina,,"5' 9""",180 lbs.,--,,21,15,1,
2260,Emil,Meek,Valhalla,"5' 11""",170 lbs.,"74.0""",Switch,9,5,1,
2261,Sanford Alton,Meeks,,"6' 5""",265 lbs.,"75.0""",Orthodox,1,1,0,
2262,Gerald,Meerschaert,GM3,"6' 1""",185 lbs.,"77.0""",Southpaw,35,15,0,
2263,Frank,Megallon,,"5' 10""",185 lbs.,--,Southpaw,2,3,0,
2264,Derrick,Mehmen,Caveman,"6' 4""",205 lbs.,--,,19,9,0,
2265,Miika,Mehmet,,--,205 lbs.,--,Orthodox,3,5,0,
2266,Jordan,Mein,Young Gun,"6' 0""",170 lbs.,"73.0""",Orthodox,31,12,0,
2267,Bryce,Mejia,,"6' 1""",170 lbs.,--,,3,1,0,
2268,Brian,Melancon,,"5' 8""",170 lbs.,--,Orthodox,7,3,0,
2269,Brandon,Melendez,The Murderer,"5' 11""",155 lbs.,--,Southpaw,25,25,0,
2270,Gilbert,Melendez,El Nino,"5' 9""",145 lbs.,"73.0""",Orthodox,22,8,0,
2271,Nair,Melikyan,Ahalkalakski,"5' 6""",155 lbs.,--,,11,0,0,
2272,Marcelo,Mello,,"5' 7""",170 lbs.,--,Southpaw,1,0,0,
2273,Fabio,Mello,,"5' 5""",155 lbs.,--,Southpaw,11,8,0,
2274,Vanessa,Melo,,"5' 5""",135 lbs.,"65.0""",Orthodox,11,8,0,
2275,Antonio,Mendes,Samurai,"6' 3""",205 lbs.,"77.0""",Southpaw,18,13,0,
2276,Chad,Mendes,Money,"5' 6""",145 lbs.,"66.0""",Orthodox,18,5,0,
2277,Augusto,Mendes,Tanquinho,"5' 6""",135 lbs.,"65.0""",Orthodox,6,2,0,
2278,Eddie,Mendez,,"5' 10""",185 lbs.,--,,8,3,1,
2279,Mateus,Mendonca,Bocao,"5' 6""",135 lbs.,"71.0""",Orthodox,10,0,0,
2280,Luis,Mendoza,,--,155 lbs.,--,,0,1,0,
2281,Pietro,Menga,,"5' 7""",125 lbs.,"68.0""",Southpaw,13,0,0,
2282,Alonzo,Menifield,Atomic,"6' 0""",205 lbs.,"76.0""",Orthodox,13,3,0,
2283,Ivan,Menjivar,The Pride of El Salvador,"5' 6""",145 lbs.,"64.0""",Orthodox,25,12,0,
2284,Dave,Menne,The Warrior,"5' 10""",170 lbs.,--,Orthodox,45,17,2,
2285,Steve,Mensing,The Machine,"5' 11""",185 lbs.,--,Orthodox,9,13,2,
2286,Buck,Meredith,,"6' 2""",185 lbs.,--,,3,3,0,
2287,Adam,Meredith,,"6' 2""",170 lbs.,--,,5,3,0,
2288,Joe,Merritt,,"6' 0""",170 lbs.,--,Orthodox,7,2,0,
2289,Jeremiah,Metcalf,,"6' 1""",185 lbs.,--,Orthodox,13,7,0,
2290,Jonathan,Meunier,District,"6' 3""",170 lbs.,--,Switch,8,1,0,
2291,Yaotzin,Meza,,"5' 9""",145 lbs.,"71.0""",Orthodox,21,11,0,
2292,Guy,Mezger,,"6' 1""",200 lbs.,--,Orthodox,30,14,2,
2293,Brandon,Michaels,,"5' 9""",185 lbs.,--,,4,14,0,
2294,Andreas,Michailidis,The Spartan,"6' 0""",170 lbs.,"76.0""",Orthodox,13,6,0,
2295,David,Michaud,BullDawg,"5' 9""",155 lbs.,--,Orthodox,11,3,0,
2296,Chris,Mickle,,"5' 9""",145 lbs.,--,Orthodox,30,21,2,
2297,Zachary,Micklewright,,"6' 0""",155 lbs.,"74.0""",Southpaw,15,3,0,
2298,Kristof,Midoux,The Hurricane,"6' 1""",220 lbs.,--,Orthodox,6,10,0,
2299,Keith,Mielke,,"5' 8""",185 lbs.,--,,0,5,0,
2300,Chris,Mierzwiak,,"6' 1""",185 lbs.,--,,5,3,0,
2301,Gabriel,Miglioli,Biel,"5' 8""",170 lbs.,--,,9,9,0,
2302,Bojan,Mihajlovic,,"5' 11""",205 lbs.,"73.0""",Orthodox,10,6,0,
2303,Billy,Miles,The Kid,"5' 10""",170 lbs.,--,Orthodox,2,2,0,
2304,Pat,Miletich,The Croatian Sensation,"5' 10""",170 lbs.,--,Orthodox,29,7,2,
2305,Curtis,Millender,Curtious,"6' 2""",170 lbs.,"76.0""",Orthodox,17,5,0,
2306,Phillip,Miller,,"5' 11""",185 lbs.,--,Orthodox,16,0,0,
2307,Jason,Miller,Mayhem,"6' 1""",185 lbs.,--,Orthodox,23,10,0,
2308,Dan,Miller,,"6' 1""",185 lbs.,"74.0""",Orthodox,14,8,0,
2309,Jim,Miller,A-10,"5' 8""",155 lbs.,"71.0""",Southpaw,35,16,0,
2310,Cole,Miller,Magrinho,"6' 1""",145 lbs.,"73.0""",Orthodox,21,11,0,
2311,Henry,Miller,Sentoryu,"5' 7""",270 lbs.,--,Southpaw,6,16,0,
2312,Micah,Miller,Maverick,"6' 0""",145 lbs.,--,Orthodox,20,8,0,
2313,Aaron,Miller,Blood Spiller,"5' 9""",145 lbs.,--,,14,10,0,
2314,Mo,Miller,Moshow,"5' 8""",135 lbs.,"72.0""",Orthodox,6,0,0,
2315,Juliana,Miller,Killer,"5' 7""",125 lbs.,"66.0""",Orthodox,4,1,0,
2316,Eddy,Millis,,"6' 1""",185 lbs.,--,,0,2,0,
2317,Che,Mills,Beautiful,"6' 1""",170 lbs.,"76.0""",Orthodox,16,10,0,
2318,Adam,Milstead,The Prototype,"6' 3""",205 lbs.,"76.0""",Orthodox,8,4,0,
2319,Alberto,Mina,Soldier of God,"6' 0""",170 lbs.,"77.0""",Orthodox,13,1,0,
2320,Vitaly,Minakov,,"6' 2""",249 lbs.,--,,20,0,0,
2321,Darrick,Minner,,"5' 7""",145 lbs.,"69.0""",Orthodox,26,13,0,
2322,Mike,Minniger,,--,--,--,,0,0,0,
2323,Ikuhisa,Minowa,Minowaman,"5' 9""",181 lbs.,--,Orthodox,60,42,8,
2324,Carlton,Minus,Clutch,"5' 10""",170 lbs.,"75.0""",Orthodox,10,3,0,
2325,Stipe,Miocic,,"6' 4""",240 lbs.,"80.0""",Orthodox,20,4,0,
2326,Frank,Mir,,"6' 3""",264 lbs.,"79.0""",Southpaw,18,11,0,
2327,Juan,Miranda,,--,155 lbs.,--,,7,5,0,
2328,Mario,Miranda,,"6' 3""",185 lbs.,"74.0""",Orthodox,14,7,0,
2329,Vitor,Miranda,Lex Luthor,"6' 1""",185 lbs.,"77.0""",Orthodox,12,5,0,
2330,Gabriel,Miranda,Fly,"5' 11""",155 lbs.,"71.0""",Orthodox,16,6,0,
2331,Damir,Mirenic,Wolf,"6' 0""",185 lbs.,--,Orthodox,9,4,0,
2332,Kazuo,Misaki,Hitman,"5' 8""",183 lbs.,--,Orthodox,25,11,2,
2333,Toby,Misech,2 Quick,"5' 8""",145 lbs.,--,Southpaw,9,5,0,
2334,Dokonjonosuke,Mishima,,"5' 7""",155 lbs.,--,Southpaw,21,7,2,
2335,Felix Lee,Mitchell,,--,--,--,Orthodox,2,7,0,
2336,David,Mitchell,Daudi,"6' 0""",170 lbs.,"75.0""",Orthodox,22,7,0,
2337,Danny,Mitchell,The Cheesecake Assassin,"6' 2""",170 lbs.,--,Orthodox,19,9,1,
2338,Brad,Mitchell,,"5' 11""",145 lbs.,--,,4,2,0,
2339,Clay,Mitchell,,"6' 2""",185 lbs.,--,,1,2,0,
2340,Bryce,Mitchell,Thug Nasty,"5' 10""",145 lbs.,"70.0""",Southpaw,15,1,0,
2341,Maurice,Mitchell,The AK Kid,"5' 9""",145 lbs.,--,Orthodox,11,2,0,
2342,Roman,Mitichyan,,"5' 10""",170 lbs.,--,Orthodox,8,3,0,
2343,Matt,Mitrione,,"6' 3""",265 lbs.,"82.0""",Switch,12,5,0,
2344,Eiji,Mitsuoka,,"5' 7""",145 lbs.,--,Southpaw,18,9,2,
2345,Hiromitsu,Miura,,"5' 9""",170 lbs.,"71.0""",Orthodox,12,7,0,
2346,Jonathan,Mix,,"6' 0""",168 lbs.,--,,7,4,0,
2347,Tomoya,Miyashita,,"5' 7""",139 lbs.,--,Southpaw,17,9,7,
2348,Kazuyuki,Miyata,,"5' 8""",139 lbs.,--,Orthodox,15,9,0,
2349,Motoki,Miyazawa,,"5' 11""",168 lbs.,--,Southpaw,7,3,0,
2350,Takeya,Mizugaki,,"5' 7""",135 lbs.,"69.0""",Orthodox,21,11,2,
2351,Tatsuya,Mizuno,,"6' 1""",205 lbs.,--,Southpaw,16,12,1,
2352,Roxanne,Modafferi,The Happy Warrior,"5' 7""",125 lbs.,"69.0""",Orthodox,25,21,0,
2353,Bobby,Moffett,The Wolfman,"5' 10""",145 lbs.,"73.0""",Orthodox,13,5,0,
2354,Bronson,Mohika,,--,135 lbs.,--,,1,1,0,
2355,Nate,Mohr,,"5' 9""",155 lbs.,"72.0""",Orthodox,9,7,0,
2356,Renato,Moicano,,"5' 11""",155 lbs.,"72.0""",Orthodox,16,5,1,
2357,Thiago,Moises,,"5' 9""",155 lbs.,"70.0""",Orthodox,16,6,0,
2358,Muhammad,Mokaev,The Punisher,"5' 7""",125 lbs.,"70.0""",Orthodox,8,0,0,
2359,Ashkan,Mokhtarian,The Assassin,"5' 6""",125 lbs.,"67.0""",Southpaw,13,3,0,
2360,Suman,Mokhtarian,,"5' 8""",145 lbs.,"72.0""",Orthodox,8,5,0,
2361,Dan,Molina,,"5' 10""",216 lbs.,--,,13,9,0,
2362,Jeff,Molina,El Jefe,"5' 6""",125 lbs.,"69.0""",Orthodox,11,2,0,
2363,Rudyard,Moncayo,,"5' 10""",195 lbs.,--,Orthodox,0,3,0,
2364,Hidetaka,Monma,,"6' 0""",168 lbs.,--,Orthodox,18,11,4,
2365,Jeff,Monson,The Snowman,"5' 9""",247 lbs.,"74.0""",Orthodox,60,26,1,
2366,Darrell,Montague,Mongoose,"5' 6""",125 lbs.,"67.0""",Southpaw,13,5,0,
2367,Andrew,Montanez,,--,185 lbs.,--,,9,12,1,
2368,Augusto,Montano,Dodger,"6' 1""",170 lbs.,"73.0""",Orthodox,15,3,0,
2369,Erick,Montano,Perry,"6' 0""",170 lbs.,"73.0""",Orthodox,7,5,0,
2370,Nicco,Montano,,"5' 5""",135 lbs.,"65.0""",Southpaw,5,3,0,
2371,Alberto,Montes,The Promise,"5' 7""",135 lbs.,--,,4,0,0,
2372,Steve,Montgomery,The Creepy Weasel,"6' 4""",185 lbs.,--,Southpaw,9,5,0,
2373,James,Moontasri,Moon Walker,"5' 10""",170 lbs.,"71.0""",Switch,9,5,0,
2374,Homer,Moore,The Rock,"5' 10""",205 lbs.,--,Orthodox,26,9,2,
2375,Todd,Moore,,"5' 9""",170 lbs.,"71.0""",Southpaw,16,7,0,
2376,Nate,Moore,,"6' 0""",170 lbs.,--,,8,4,0,
2377,Dustin,Moore,,"5' 4""",125 lbs.,--,,0,2,0,
2378,Taylor,Moore,,"5' 10""",135 lbs.,"70.0""",Southpaw,10,5,0,
2379,Sergio,Moraes,The Panther,"6' 0""",170 lbs.,"72.0""",Orthodox,14,6,1,
2380,Marlon,Moraes,Magic,"5' 6""",135 lbs.,"67.0""",Orthodox,23,10,1,
2381,Sheymon,Moraes,,"5' 8""",145 lbs.,"72.0""",Orthodox,11,4,0,
2382,John,Moraga,,"5' 6""",125 lbs.,"66.0""",Orthodox,19,7,0,
2383,Ricardo,Morais,The Mutant,"6' 8""",270 lbs.,--,Orthodox,10,4,1,
2384,Leonardo,Morales,Chimy,"5' 8""",135 lbs.,--,Southpaw,6,2,0,
2385,Albert,Morales,The Warrior,"5' 9""",135 lbs.,"72.0""",Orthodox,7,4,1,
2386,Joseph,Morales,,"5' 6""",125 lbs.,"69.0""",Switch,9,2,0,
2387,Vince,Morales,Vandetta,"5' 7""",135 lbs.,"70.0""",Orthodox,11,6,0,
2388,Omar,Morales,Venezuelan Fighter,"5' 11""",155 lbs.,"73.0""",Orthodox,11,3,0,
2389,Michael,Morales,,"6' 0""",170 lbs.,"79.0""",Orthodox,14,0,0,
2390,Sarah,Moras,Cheesecake,"5' 7""",135 lbs.,"67.0""",Orthodox,6,8,0,
2391,Christian,Morecraft,,"6' 6""",260 lbs.,"81.0""",Orthodox,8,3,0,
2392,Joe,Moreira,,"5' 11""",195 lbs.,--,Southpaw,2,2,0,
2393,Richardson,Moreira,Rick Monstro,"6' 2""",185 lbs.,--,Orthodox,7,4,0,
2394,Gisele,Moreira,,"5' 6""",135 lbs.,--,Orthodox,8,3,0,
2395,Vinicius,Moreira,Mamute,"6' 4""",205 lbs.,"76.0""",Orthodox,9,5,0,
2396,Jesse,Moreng,Arturo,"5' 7""",145 lbs.,--,Orthodox,9,1,0,
2397,Brandon,Moreno,The Assassin Baby,"5' 7""",125 lbs.,"70.0""",Orthodox,20,6,2,
2398,Mike,Moreno,El Palo Duro,"6' 0""",185 lbs.,--,,6,5,0,
2399,Dan,Moret,The Hitman,"6' 0""",155 lbs.,"73.0""",Southpaw,13,6,0,
2400,Sammy,Morgan,The Squeeze,"5' 10""",170 lbs.,--,Orthodox,18,12,0,
2401,Peggy,Morgan,The Daywalker,"6' 1""",135 lbs.,--,,4,4,0,
2402,Alexander,Morgan,The Chess Master,"5' 10""",145 lbs.,"71.0""",Orthodox,11,5,0,
2403,Alex,Morono,The Great White,"5' 11""",170 lbs.,"72.0""",Orthodox,22,7,0,
2404,Maryna,Moroz,Iron Lady,"5' 7""",125 lbs.,"67.0""",Orthodox,11,3,0,
2405,Sergey,Morozov,,"5' 6""",135 lbs.,"67.0""",Orthodox,18,5,0,
2406,Brad,Morris,,"6' 2""",205 lbs.,--,Orthodox,10,6,0,
2407,Scott,Morris,,"5' 10""",210 lbs.,--,Orthodox,2,1,0,
2408,Anthony,Morrison,Cheesesteak,"5' 7""",145 lbs.,--,Orthodox,20,12,0,
2409,Jack,Morrison,,"5' 11""",205 lbs.,--,,0,3,0,
2410,Harry,Moskowitz,Dirty,"6' 5""",275 lbs.,--,Orthodox,6,12,0,
2411,Juan,Mott,,"6' 0""",190 lbs.,--,Switch,3,4,0,
2412,Nikolas,Motta,Iron,"5' 9""",155 lbs.,"70.0""",Orthodox,13,4,0,
2413,Flavio Luiz,Moura,,"5' 11""",183 lbs.,--,Open Stance,19,7,0,
2414,Gegard,Mousasi,,"6' 2""",185 lbs.,"76.0""",Orthodox,42,6,2,
2415,Kris,Moutinho,,"5' 7""",135 lbs.,"68.0""",Southpaw,9,6,0,
2416,Kin,Moy,Kong,"5' 5""",135 lbs.,--,,8,3,0,
2417,Jamie,Moyle,,"5' 1""",115 lbs.,"65.0""",Orthodox,4,3,0,
2418,Askar,Mozharov,,"6' 3""",205 lbs.,"74.0""",Orthodox,19,13,0,
2419,Garrett,Mueller,,"5' 9""",135 lbs.,--,,3,3,0,
2420,Lauren,Mueller,Princess Tiger,"5' 5""",125 lbs.,"67.0""",Orthodox,5,3,0,
2421,Belal,Muhammad,Remember the Name,"5' 11""",170 lbs.,"72.0""",Orthodox,21,3,0,
2422,Fazlo,Mulabitinovic,,--,135 lbs.,--,,4,2,0,
2423,Quinn,Mulhern,,"6' 3""",155 lbs.,--,Orthodox,18,4,0,
2424,James,Mulheron,,"5' 10""",243 lbs.,"73.0""",Orthodox,11,2,0,
2425,Jamie,Mullarkey,,"6' 0""",155 lbs.,"74.0""",Orthodox,15,5,0,
2426,Jim,Mullen,,"6' 1""",215 lbs.,--,Southpaw,0,2,0,
2427,Pedro,Munhoz,The Young Punisher,"5' 6""",135 lbs.,"65.0""",Orthodox,19,7,0,
2428,Andre,Muniz,Sergipano,"6' 1""",185 lbs.,"78.0""",Southpaw,23,4,0,
2429,Mark,Munoz,The Filipino Wrecking Machine,"6' 0""",185 lbs.,"71.0""",Orthodox,14,6,0,
2430,Alexander,Munoz,,"5' 9""",155 lbs.,"72.0""",Switch,6,2,0,
2431,Johnny,Munoz,Kid Kvenbo,"5' 9""",135 lbs.,"71.0""",Orthodox,11,2,0,
2432,Andy,Murad,The Tooth Fairy,"5' 9""",185 lbs.,--,,15,2,0,
2433,Olivier,Murad,Warrior of God,"5' 10""",145 lbs.,"72.0""",Southpaw,6,0,0,
2434,Makhmud,Muradov,Mach,"6' 2""",185 lbs.,"75.0""",Orthodox,25,7,0,
2435,Kazunari,Murakami,,"6' 1""",220 lbs.,--,Orthodox,5,5,0,
2436,Ryuichi,Murata,,"5' 8""",183 lbs.,--,Orthodox,8,3,1,
2437,Kanako,Murata,,"5' 1""",115 lbs.,"62.0""",Orthodox,12,2,0,
2438,Ailiya,Muratbek,,--,155 lbs.,--,,9,2,0,
2439,Vince,Murdock,,"5' 6""",145 lbs.,"64.0""",Orthodox,12,4,0,
2440,Samandar,Murodov,,--,170 lbs.,--,,7,0,0,
2441,Tom,Murphy,,"6' 2""",227 lbs.,--,Southpaw,8,0,0,
2442,Ian,Murphy,,"6' 1""",185 lbs.,--,Orthodox,1,1,0,
2443,Jon,Murphy,Man of Faith,"6' 3""",260 lbs.,--,Orthodox,6,4,0,
2444,Lauren,Murphy,Lucky,"5' 5""",125 lbs.,"67.0""",Orthodox,16,5,0,
2445,Patrick,Murphy,,"6' 0""",170 lbs.,--,,5,3,0,
2446,Lerone,Murphy,The Miracle,"5' 9""",145 lbs.,"73.0""",Orthodox,11,0,1,
2447,Lee,Murray,Lightning,"6' 3""",185 lbs.,--,Orthodox,8,2,1,
2448,Jesse,Murray,Hollywood,"6' 3""",205 lbs.,"78.0""",Orthodox,8,4,0,
2449,Khalid,Murtazaliev,,"6' 0""",185 lbs.,"76.0""",Orthodox,14,2,0,
2450,Azamat,Murzakanov,The Professional,"5' 10""",205 lbs.,"71.0""",Southpaw,12,0,0,
2451,Nicholas,Musoke,Nico,"6' 0""",170 lbs.,"75.0""",Orthodox,13,5,0,
2452,Andre,Mussi,,"6' 3""",242 lbs.,--,Orthodox,11,5,0,
2453,Magomed,Mustafaev,The Sniper,"5' 8""",155 lbs.,"71.0""",Orthodox,14,4,0,
2454,Max,Mustaki,,"6' 0""",155 lbs.,--,Orthodox,6,3,0,
2455,Elvis,Mutapcic,The King,"6' 0""",185 lbs.,"72.0""",Orthodox,15,6,1,
2456,Fiona,Muxlow,,"5' 4""",145 lbs.,--,,6,3,0,
2457,Ho Bae,Myeon,,"5' 11""",168 lbs.,--,Orthodox,13,5,1,
2458,,,,,,,,,,,
